"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Window","Next Perspective","Ctrl+F8","In Windows"
"C/C++ Source","Quick Type Hierarchy","Ctrl+T","C/C++ Editor"
"Run/Debug","Run JUnit Plug-in Test","Alt+Shift+X, P","In Windows"
"C/C++ Source","Explore Macro Expansion","Ctrl+=","C/C++ Editor"
"Window","Previous Editor","Ctrl+Shift+Tab","In Windows"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging C/C++"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Android Refactorings","Extract Android String","Alt+Shift+A, S","In Windows"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"C/C++ Source","Open Element","Ctrl+Shift+T","C/C++ Editor"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"File","New menu","Alt+Shift+N","In Windows"
"Refactor - Java","Rename - Refactoring ","Ctrl+R, Ctrl+R","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Edit","Context Information","Ctrl+Shift+Space","In Dialogs and Windows"
"Edit","Select Previous C/C++ Element","Alt+Shift+Left","C/C++ Editor"
"File","Close","Ctrl+W","In Windows"
"C/C++ Source","Add Include","Ctrl+Shift+N","C/C++ Editor"
"C/C++ Source","Comment/Uncomment","Ctrl+/","C/C++ Editor"
"Makefile Source","Comment","Ctrl+/","Makefile Editor"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows"
"File","Save All","Ctrl+Shift+S","In Windows"
"Makefile Source","Uncomment","Ctrl+\","Makefile Editor"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Refactor - C++","Rename - Refactoring ","Ctrl+R, Ctrl+R","In C/C++ Views"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Uncategorized","Add Artifact to Target Platform","Ctrl+Alt+Shift+A","In Windows"
"C/C++ Source","Add Block Comment","Ctrl+Shift+/","C/C++ Editor"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors"
"Run/Debug","Display","Ctrl+Shift+D","In Dialogs and Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows"
"Uncategorized","Copy","Ctrl+C","In Git Reflog View"
"Navigate","Next","Ctrl+.","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"Window","Previous View","Ctrl+Shift+F7","In Windows"
"C/C++ Source","Find Word","Ctrl+F3","C/C++ Editor"
"C/C++ Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor"
"C/C++ Source","Next Bookmark","Shift+F2","C/C++ Editor"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"C/C++ Source","Toggle Mark Occurrences","Alt+Shift+O","C/C++ Editor"
"Window","Next View","Ctrl+F7","In Windows"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles"
"Window","Next Editor","Ctrl+F6","In Windows"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows"
"Window","Next Editor","Ctrl+Tab","In Windows"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Views","Show View (Breakpoints)","Ctrl+Alt+B","In Windows"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"Run/Debug","Go to Program Counter","Home","In Disassembly"
"Views","Show View (Outline)","Alt+Shift+Q, O","In Windows"
"Edit","Delete","Delete","In Windows"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Run/Debug","Run OSGi Framework","Alt+Shift+X, O","In Windows"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Navigate","Show In...","Alt+Shift+W","In Windows"
"Run/Debug","Run Eclipse Application","Alt+Shift+X, E","In Windows"
"Run/Debug","Debug Eclipse Application","Alt+Shift+D, E","In Windows"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Run/Debug","Toggle Breakpoint","F9","In Windows"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Text Editing","Expand","Ctrl+M, Ctrl+M","Editing Text"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text"
"C/C++ Source","Toggle Source/Header","Ctrl+Tab","C/C++ Editor"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Run/Debug","Resume","F8","Debugging"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows"
"Edit","Restore Last C/C++ Selection","Alt+Shift+Down","C/C++ Editor"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors"
"Run/Debug","Debug","F11","In Windows"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source"
"Text Editing","Delete to End of Line","Ctrl+Shift+Delete","Editing Text"
"C/C++ Source","Go to Next Member","Ctrl+Shift+Down","C/C++ Editor"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text"
"Navigate","Matching Character","Ctrl+Shift+P","Editing in Structured Text Editors"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"C/C++ Source","Show outline","Ctrl+O","C/C++ Editor"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing in Structured Text Editors"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Run/Debug","Debug Android Application","Alt+Shift+A, D","In Windows"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"File","Close","Ctrl+F4","In Windows"
"Refactor - C++","Extract Constant - Refactoring ","Alt+C","C/C++ Editor"
"Git","Commit...","Ctrl+#","In Windows"
"Run/Debug","Run","Ctrl+F11","In Windows"
"C/C++ Source","Forward","Alt+Right","In Macro Expansion Hover"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source"
"File","Save","Ctrl+S","In Windows"
"Reverse Debugging Commands","Reverse Resume","Shift+F8","Debugging C/C++"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"C/C++ Source","References","Ctrl+Shift+G","In C/C++ Views"
"Text Editing","Line Start","Home","Editing Text"
"Makefile Source","Open declaration","F3","Makefile Editor"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"C/C++ Source","Declaration","Ctrl+G","C/C++ Editor"
"Source","Format","Ctrl+K, Ctrl+D","Editing Ant Buildfiles"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","C/C++ Editor"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Refactor - C++","Toggle Function - Refactoring ","Alt+Shift+T","C/C++ Editor"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows"
"C/C++ Source","Remove Block Comment","Ctrl+Shift+\","C/C++ Editor"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"C/C++ Source","Go to Matching Bracket","Ctrl+Shift+P","C/C++ Editor"
"File","Rename","F2","In Windows"
"File","Refresh","F5","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Navigate","Next Page","Alt+F7","In Windows"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++"
"C/C++ Source","Open Declaration","F3","C/C++ Editor"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows"
"C/C++ Source","Declaration","Ctrl+G","In C/C++ Views"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows"
"Navigate","Open Include Browser","Ctrl+Alt+I","C/C++ Editor"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Editing Text"
"Refactor - C++","Rename - Refactoring ","Ctrl+R, Ctrl+R","C/C++ Editor"
"Project","Build All","Ctrl+B","In Windows"
"Run/Debug","Step Over","F6","Debugging"
"C/C++ Source","References","Ctrl+Shift+G","C/C++ Editor"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text"
"Spy","Plug-in Selection Spy","Alt+Shift+F1","In Dialogs and Windows"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source"
"File","New","Ctrl+N","In Windows"
"Navigate","Backward History","Alt+Left","In Windows"
"Views","Show View (Type Hierarchy)","Alt+Shift+Q, T","In Windows"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Navigate","Open Type Hierarchy","F4","In C/C++ Views"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"Run/Debug","EOF","Ctrl+Z","In I/O Console"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source"
"Run/Debug","Run to Line","Ctrl+F10","In Windows"
"Edit","Find Previous","Shift+F3","Editing Text"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows"
"C/C++ Source","Organize Includes","Ctrl+Shift+O","C/C++ Editor"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"C/C++ Source","Format","Ctrl+K, Ctrl+D","C/C++ Editor"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors"
"Navigate","Open Plug-in Artifact","Ctrl+Shift+A","In Windows"
"C/C++ Source","Indent Line","Ctrl+I","C/C++ Editor"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors"
"Text Editing","Collapse All","Ctrl+M, Ctrl+O","Editing Text"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source"
"Run/Debug","Debug OSGi Framework","Alt+Shift+D, O","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows"
"Navigate","Open Declaration","F3","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In C/C++ Views"
"C/C++ Source","Surround With Quick Menu","Alt+Shift+Z","C/C++ Editor"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
