"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"File","Close All","Ctrl+Shift+W","In Windows"
"File","Print","Ctrl+P","In Windows"
"File","New","Ctrl+N","In Windows"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Navigate","Open Include Browser","Ctrl+Alt+I","In C/C++ Views"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"C/C++ Source","Open Declaration","F3","C/C++ Editor"
"Run/Debug","Debug JUnit Plug-in Test","Alt+Shift+D, P","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"C/C++ Source","Go to Matching Bracket","Ctrl+Shift+P","C/C++ Editor"
"C/C++ Source","Open Declaration","F12","C/C++ Editor"
"Navigate","Open Type","Ctrl+Shift+T","In Windows"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text"
"C/C++ Source","Comment/Uncomment","Ctrl+/","C/C++ Editor"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows"
"Views","Show View (Breakpoints)","Ctrl+Alt+B","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Text Editing","Line End","End","Editing Text"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"Navigate","Next Page","Alt+F7","In Windows"
"C/C++ Source","Organize Includes","Ctrl+Shift+O","C/C++ Editor"
"Window","Next Editor","Ctrl+F6","In Windows"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source"
"Text Editing","Collapse All","Ctrl+M, Ctrl+O","Editing Text"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Source","Format","Ctrl+K, Ctrl+D","Editing Ant Buildfiles"
"Window","Quick Access","Ctrl+3","In Windows"
"Edit","Find Previous","Shift+F3","Editing Text"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Run/Debug","Run OSGi Framework","Alt+Shift+X, O","In Windows"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows"
"C/C++ Source","Open Element","Ctrl+Shift+T","C/C++ Editor"
"C/C++ Source","Surround With Quick Menu","Alt+Shift+Z","C/C++ Editor"
"Run/Debug","Run","Ctrl+F11","In Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Navigate","Next","Ctrl+.","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Run/Debug","Step Return","F7","Debugging"
"Run/Debug","Step Return","Shift+F11","Debugging"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Android Refactorings","Extract Android String","Alt+Shift+A, S","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"File","New","Ctrl+Shift+N","In Windows"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows"
"Views","Show View (Outline)","Alt+Shift+Q, O","In Windows"
"Uncategorized","Copy","Ctrl+C","In Git Reflog View"
"Window","Previous Editor","Ctrl+Shift+Tab","In Windows"
"C/C++ Source","Back","Alt+Left","In Macro Expansion Hover"
"Refactor - C++","Rename - Refactoring ","Alt+Shift+R","In C/C++ Views"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source"
"C/C++ Source","Next Bookmark","Shift+F2","C/C++ Editor"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors"
"File","New menu","Alt+Shift+N","In Windows"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows"
"File","Save","Ctrl+S","In Windows"
"Run/Debug","Remove All Breakpoints","Ctrl+Shift+F9","In Breakpoints View"
"Edit","Format","Ctrl+K, Ctrl+D","Editing in Structured Text Editors"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Spy","Plug-in Selection Spy","Alt+Shift+F1","In Dialogs and Windows"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"C/C++ Source","Open Element","Ctrl+Shift+T","In C/C++ Views"
"Text Editing","Line Start","Home","Editing Text"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"Views","Show View","Alt+Shift+Q, Q","In Windows"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"Navigate","Previous","Ctrl+,","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Run/Debug","Step Into","F5","Debugging"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors"
"File","Properties","Alt+Enter","In Windows"
"Window","Previous View","Ctrl+Shift+F7","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"C/C++ Source","Explore Macro Expansion","Ctrl+=","C/C++ Editor"
"Reverse Debugging Commands","Uncall","Shift+F7","Debugging C/C++"
"Edit","Add Bookmark","Ctrl+F2","In Windows"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing in Structured Text Editors"
"Run/Debug","Step Over","F6","Debugging"
"Run/Debug","Debug Eclipse Application","Alt+Shift+D, E","In Windows"
"Edit","Select Enclosing C/C++ Element","Alt+Shift+Up","C/C++ Editor"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text"
"C/C++ Source","Show Source Quick Menu","Alt+Shift+S","C/C++ Editor"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In C/C++ Views"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"C/C++ Source","Open Declaration","F3","In C/C++ Views"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Source","Format","Ctrl+K, Ctrl+D","Editing Java Source"
"Window","Show Contributing Plug-in","Alt+Shift+F3","In Dialogs and Windows"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Makefile Source","Uncomment","Ctrl+\","Makefile Editor"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Run/Debug","Debug OSGi Framework","Alt+Shift+D, O","In Windows"
"C/C++ Source","Toggle Mark Occurrences","Alt+Shift+O","C/C++ Editor"
"C/C++ Source","Go to Previous Member","Ctrl+Shift+Up","C/C++ Editor"
"C/C++ Source","References","Ctrl+Shift+G","C/C++ Editor"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Edit","Previous Sibling","Ctrl+Shift+Up","Editing in Structured Text Editors"
"Refactor - C++","Extract Constant - Refactoring ","Alt+C","C/C++ Editor"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging C/C++"
"Navigate","Backward History","Alt+Left","In Windows"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Run/Debug","Debug","F11","In Windows"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source"
"C/C++ Source","Add Block Comment","Ctrl+Shift+/","C/C++ Editor"
"Spy","Plug-in Menu Spy","Alt+Shift+F2","In Dialogs and Windows"
"C/C++ Source","Find Word","Ctrl+F3","C/C++ Editor"
"Run/Debug","Go to Program Counter","Home","In Disassembly"
"Reverse Debugging Commands","Reverse Step Into","Shift+F5","Debugging C/C++"
"C/C++ Source","Format","Ctrl+K, Ctrl+D","C/C++ Editor"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors"
"Edit","Find Next","Ctrl+K","Editing Text"
"Text Editing","Expand","Ctrl+M, Ctrl+M","Editing Text"
"Project","Build All","Ctrl+B","In Windows"
"Navigate","Open Include Browser","Ctrl+Alt+I","C/C++ Editor"
"Run/Debug","Run","Ctrl+F5","In Windows"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source"
"File","Close","Ctrl+W","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows"
"Run/Debug","Step Into","F11","Debugging"
"C/C++ Source","Add Include","Ctrl+Shift+N","C/C++ Editor"
"C/C++ Source","Declaration","Ctrl+G","In C/C++ Views"
"Source","Organize Imports","Ctrl+Shift+O","In Windows"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Views","Show View (Type Hierarchy)","Alt+Shift+Q, T","In Windows"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows"
"File","Save All","Ctrl+Shift+S","In Windows"
"Text Editing","Expand All","Ctrl+M, Ctrl+L","Editing Text"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows"
"C/C++ Source","Declaration","Ctrl+G","C/C++ Editor"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source"
"Makefile Source","Comment","Ctrl+/","Makefile Editor"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"File","Refresh","F5","In Windows"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files"
"Run/Debug","Toggle Breakpoint","F9","In Windows"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows"
"Run/Debug","Force Return","Alt+Shift+F","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Edit","Find Next","F3","Editing Text"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Edit","Select Next C/C++ Element","Alt+Shift+Right","C/C++ Editor"
"File","Rename","F2","In Windows"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"C/C++ Source","Quick Type Hierarchy","Ctrl+T","C/C++ Editor"
"C/C++ Source","References","Ctrl+Shift+G","In C/C++ Views"
"C/C++ Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View"
"C/C++ Source","Indent Line","Ctrl+I","C/C++ Editor"
"Views","Show View (Declaration)","Alt+Shift+Q, D","In Windows"
"C/C++ Source","Open Declaration","F3","In Macro Expansion Hover"
"Project","Rebuild Last Target","F9","In Windows"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Edit","Open Selection","F3","Editing in Structured Text Editors"
"Navigate","Previous Page","Alt+Shift+F7","In Windows"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Run/Debug","Resume","F8","Debugging"
"Edit","Select Previous Element","Alt+Shift+Left","Editing in Structured Text Editors"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
