"C/C++ Source","Show outline","Ctrl+O","C/C++ Editor"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"C/C++ Source","Open Element","Ctrl+Shift+T","In C/C++ Views"
"Views","Show View (Package Explorer)","Alt+Shift+Q, P","In Windows"
"Run/Debug","Step Into","F11","Debugging"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing Java Source"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows"
"Navigate","Forward History","Alt+Right","In Windows"
"Edit","Find Previous","Ctrl+Shift+K","Editing Text"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"File","Save","Ctrl+S","In Windows"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Navigate","Previous Page","Alt+Shift+F7","In Windows"
"C/C++ Source","Open Element","Ctrl+Shift+T","C/C++ Editor"
"Navigate","Show In...","Alt+Shift+W","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows"
"Edit","Select Next Element","Alt+Shift+Right","Editing in Structured Text Editors"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"C/C++ Source","Back","Alt+Left","In Macro Expansion Hover"
"Edit","Delete","Delete","In Windows"
"File","Rename","F2","In Windows"
"Run/Debug","Run Android Application","Alt+Shift+A, R","In Windows"
"Run/Debug","Go to Program Counter","Home","In Disassembly"
"Project","Make Target Build","Shift+F9","In Windows"
"Refactor - Java","Inline","Alt+Shift+I","In Windows"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","In Windows"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Views","Show View (Outline)","Alt+Shift+Q, O","In Windows"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows"
"Reverse Debugging Commands","Reverse Resume","Shift+F8","Debugging C/C++"
"C/C++ Source","Forward","Alt+Right","In Macro Expansion Hover"
"Views","Show View (Variables)","Alt+Shift+Q, V","In Windows"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering"
"C/C++ Source","Open Declaration","F12","In C/C++ Views"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source"
"Makefile Source","Open declaration","F12","Makefile Editor"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors"
"Navigate","Previous Sub-Tab","Ctrl+Shift+Tab","In Dialogs and Windows"
"Text Editing","Line End","End","Editing Text"
"C/C++ Source","Quick Type Hierarchy","Ctrl+T","C/C++ Editor"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Window","Previous View","Ctrl+Shift+F7","In Windows"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"C/C++ Source","Explore Macro Expansion","Ctrl+#","C/C++ Editor"
"Text Editing","Delete to End of Line","Ctrl+Shift+Delete","Editing Text"
"Refactor - C++","Extract Function - Refactoring ","Alt+Shift+M","C/C++ Editor"
"Refactor - Java","Rename - Refactoring ","F2","In Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Source","Format","Ctrl+K, Ctrl+D","Editing Ant Buildfiles"
"Source","Organize Imports","Ctrl+P","In Windows"
"Refactor - C++","Rename - Refactoring ","F2","C/C++ Editor"
"Run/Debug","Force Return","Alt+Shift+F","In Windows"
"Run/Debug","Toggle Breakpoint","F9","In Windows"
"C/C++ Source","Find Declaration","Ctrl+G","C/C++ Editor"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text"
"Reverse Debugging Commands","Reverse Step Into","Shift+F5","Debugging C/C++"
"Text Editing","Line Start","Home","Editing Text"
"Window","Show System Menu","Alt+-","In Windows"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"C/C++ Source","Toggle Source/Header","Ctrl+Tab","C/C++ Editor"
"Edit","Restore Last C/C++ Selection","Alt+Shift+Down","C/C++ Editor"
"Navigate","Open Include Browser","Ctrl+Alt+I","In C/C++ Views"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows"
"Source","Remove Block Comment","Ctrl+Shift+\","Editing Java Source"
"C/C++ Source","Surround With Quick Menu","Alt+Shift+Z","C/C++ Editor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","C/C++ Editor"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Makefile Source","Uncomment","Ctrl+\","Makefile Editor"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Edit","Previous Sibling","Ctrl+Shift+Up","Editing in Structured Text Editors"
"File","Properties","Alt+Enter","In Windows"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles"
"Refactor - C++","Toggle Function - Refactoring ","Alt+Shift+T","C/C++ Editor"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"Navigate","Open Declaration","F12","In Windows"
"C/C++ Source","Explore Macro Expansion","Ctrl+=","C/C++ Editor"
"Source","Format","Ctrl+K, Ctrl+D","Editing Java Source"
"Edit","Open Selection","F12","Editing in Structured Text Editors"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files"
"Run/Debug","Step Return","F7","Debugging"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Editing Text"
"Edit","Select Next C/C++ Element","Alt+Shift+Right","C/C++ Editor"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"C/C++ Source","Toggle Mark Occurrences","Alt+Shift+O","C/C++ Editor"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows"
"Run/Debug","Display","Ctrl+Shift+D","In Dialogs and Windows"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editor Breadcrumb Navigation"
"Run/Debug","All Instances","Ctrl+Shift+N","In Windows"
"C/C++ Source","Find References","Ctrl+Shift+G","In C/C++ Views"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Editing Text"
"Refactor - Java","Change Method Signature","Alt+Shift+C","In Windows"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text"
"C/C++ Source","Show Source Quick Menu","Alt+Shift+S","C/C++ Editor"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Refactor - C++","Rename - Refactoring ","F2","In C/C++ Views"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"C/C++ Source","Go to Previous Member","Ctrl+Shift+Up","C/C++ Editor"
"Edit","Word Completion","Alt+/","Editing Text"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Search","References in Workspace","Ctrl+Shift+G","In Windows"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source"
"Edit","Select Enclosing C/C++ Element","Alt+Shift+Up","C/C++ Editor"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Navigate","Go to Previous Member","Ctrl+Shift+Up","Editing Java Source"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text"
"Edit","Context Information","Ctrl+Shift+Space","In Dialogs and Windows"
"Source","Surround With Quick Menu","Alt+Shift+Z","In Windows"
"C/C++ Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor"
"C/C++ Source","Format","Ctrl+K, Ctrl+D","C/C++ Editor"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows"
"C/C++ Source","Comment/Uncomment","Ctrl+/","C/C++ Editor"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing in Structured Text Editors"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"C/C++ Source","Go to Matching Bracket","Ctrl+Shift+P","C/C++ Editor"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Text Editing","Text End","Ctrl+End","Editing Text"
"View","Zoom In","Ctrl+=","In Windows"
"C/C++ Source","Open Declaration","F12","In Macro Expansion Hover"
"Navigate","Open Type Hierarchy","F4","In Windows"
"File","Close All","Ctrl+Shift+W","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Project","Build All","F6","In Windows"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows"
"Edit","Matching Tag","Ctrl+Shift+>","Editing in Structured Text Editors"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source"
"Views","Show View","Alt+Shift+Q, Q","In Windows"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source"
"C/C++ Source","Find References","Ctrl+Shift+G","C/C++ Editor"
"Window","Previous Perspective","Ctrl+Shift+F8","In Windows"
"Uncategorized","Copy","Ctrl+C","In Git Reflog View"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing Java Source"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Edit","Format","Ctrl+K, Ctrl+D","Editing in Structured Text Editors"
"File","Refresh","F5","In Windows"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"File","Save All","Ctrl+Shift+S","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Run/Debug","Debug","Shift+F5","In Windows"
"Android Refactorings","Extract Android String","Alt+Shift+A, S","In Windows"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source"
"File","Close","Ctrl+W","In Windows"
"Navigate","Previous","Ctrl+,","In Windows"
"Edit","Select Previous C/C++ Element","Alt+Shift+Left","C/C++ Editor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"C/C++ Source","Open Declaration","F12","C/C++ Editor"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows"
"Navigate","Open Type","Ctrl+Shift+T","In Windows"
"C/C++ Source","Go to Next Member","Ctrl+Shift+Down","C/C++ Editor"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Edit","Find Next","Ctrl+K","Editing Text"
"Window","Next Editor","Ctrl+F6","In Windows"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Makefile Source","Comment","Ctrl+/","Makefile Editor"
"File","Close All","Ctrl+Shift+F4","In Windows"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text"
"Git","Commit...","Ctrl+#","In Windows"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Navigate","Open Type Hierarchy","F4","In C/C++ Views"
